"user_id","count","total_price"
1061059,1,7938
1061060,3,28199
1061062,3,18522
1061063,10,85437
1061064,1,2646
1061065,2,16405
1061070,1,7938
1061072,1,2646
1061074,1,7938
1061075,1,2646
1061076,1,2646
1061077,3,19883
1061079,2,6615
1061086,1,7938
1061089,5,54070
1061091,3,15876
1061092,1,2646
1061093,1,4536
1061094,2,14958
1061095,27,105921
1061096,3,26687
1061097,1,2646
1061098,4,17957
1061100,25,242840
1061101,1,10055
1061102,2,23360
1061103,1,2646
1061107,3,32364
1061109,7,40257
1061110,1,2646
1061111,1,2646
1061112,2,7938
1061113,2,19391
1061115,1,10055
1061116,1,7938
1061117,1,5292
1061118,1,2646
1061120,1,10055
1061122,1,2646
1061123,1,6048
1061124,5,38876
1061126,1,2646
1061127,4,28622
1061129,1,7938
1061130,1,7938
1061131,1,6048
1061132,2,25853
1061135,1,2646
1061137,1,2646
1061139,1,2646
1061141,2,7371
1061142,2,11718
1061146,3,16897
1061147,1,7938
1061149,2,17010
1061150,1,9261
1061151,3,8694
1061153,1,6048
1061154,2,10584
1061158,2,17604
1061159,1,8694
1061160,1,5292
1061161,1,9337
1061162,1,5292
1061163,1,2646
1061164,9,83867
1061166,1,1323
1061170,1,4725
1061171,1,1323
1061174,1,1323
1061175,1,1323
1061177,1,1323
1061178,6,49734
1061179,1,1323
1061180,1,1323
1061181,1,1323
1061183,1,1323
1061184,7,55226
1061185,1,4725
1061186,1,1323
1061187,1,3969
1061188,2,9261
1061189,1,1323
1061190,1,3969
1061192,2,20648
1061194,1,1323
1061195,1,1323
1061196,1,4725
1061197,1,11311
1061198,1,1323
1061199,1,4725
1061200,5,44485
1061201,1,1323
1061202,2,9261
1061203,1,1323
1061204,1,1323
1061206,1,1323
1061207,1,1323
1061208,7,68584
1061209,2,15876
1061210,1,1323
1061211,2,9261
1061212,1,1323
1061214,1,1323
1061215,1,1323
1061217,1,1323
1061218,1,1323
1061219,19,180896
1061220,1,1323
1061221,1,1323
1061222,1,1323
1061224,1,4725
1061225,1,1323
1061226,1,1323
1061229,1,1323
1061230,1,1323
1061231,1,1323
1061232,1,1323
1061233,1,1323
1061234,6,54920
1061235,1,1323
1061236,2,9261
1061237,1,1323
1061238,1,4725
1061239,1,1323
1061242,1,1323
1061243,1,3969
1061244,5,30710
1061245,1,1323
1061247,3,17005
1061248,1,1323
1061250,1,1323
1061251,9,60782
1061252,1,11311
1061253,1,1323
1061254,1,1323
1061257,2,9261
1061258,1,1323
1061259,1,1323
1061260,1,1323
1061261,27,262501
1061262,4,9261
1061263,1,1323
1061264,1,1323
1061265,1,1323
1061266,1,3969
1061267,1,10233
1061269,5,58167
1061270,1,9261
1061271,1,1323
1061272,1,1323
1061273,2,9261
1061274,1,1323
1061275,2,15498
1061276,1,1323
1061277,1,1323
1061279,1,1323
1061281,1,1323
1061282,1,1323
1061283,1,1323
1061286,1,1323
1061287,1,1323
1061288,1,1323
1061289,1,1323
1061290,1,9261
1061293,3,29374
1061294,1,1323
1061295,1,4725
1061296,1,3969
1061297,1,9515
1061298,1,1323
1061299,1,1323
1061301,1,4725
1061302,1,1323
1061303,1,1323
1061304,1,1323
1061305,1,1323
1061307,1,8694
1061308,1,4725
1061309,1,1323
1061310,1,9261
1061312,1,1323
1061313,1,10233
1061316,1,1323
1061317,6,77132
1061318,1,1323
1061319,1,1323
1061320,1,1323
1061321,1,1323
1061322,1,3213
1061323,2,11378
1061324,1,1323
1061325,1,1323
1061327,1,1323
1061329,2,13225
1061330,1,1323
1061331,1,1323
1061332,2,13225
1061333,1,1323
1061334,2,12096
1061335,1,1323
1061336,1,1323
1061338,1,1323
1061340,1,1323
1061341,2,10233
1061343,2,6615
1061344,1,6615
1061345,1,1323
1061346,1,1323
1061348,1,1323
1061350,2,10233
1061352,1,4725
1061353,1,1323
1061354,1,1323
1061356,1,1323
1061357,5,24079
1061358,1,1323
1061360,1,4725
1061361,1,1323
1061362,1,3969
1061364,1,6615
1061367,2,7673
1061368,2,3969
1061369,1,1323
1061370,1,1323
1061373,2,6615
1061375,1,1323
1061376,1,1323
1061378,1,1323
1061379,1,1323
1061381,1,6615
1061383,1,1323
1061385,2,9261
1061386,2,4725
1061388,2,13225
1061390,1,1323
1061391,1,4725
1061392,1,1323
1061393,1,1323
1061394,1,1323
1061396,1,6615
1061397,1,1323
1061398,1,1323
1061399,2,20288
1061400,1,1323
1061401,1,1323
1061402,1,1323
1061404,1,9261
1061405,2,6615
1061409,1,9515
1061410,1,6615
1061411,1,1323
1061413,1,1323
1061415,1,6615
1061417,3,29569
1061419,1,1323
1061420,1,1323
1061421,2,20110
1061422,3,17199
1061424,2,9185
1061426,1,1323
1061427,4,36736
1061429,1,1323
1061430,1,6615
1061431,1,1323
1061433,1,1323
1061434,1,9261
1061435,1,1323
1061436,1,1323
1061437,2,12436
1061438,7,57967
1061440,1,1323
1061441,1,1323
1061442,1,1323
1061443,1,1323
1061444,1,1323
1061445,1,1323
1061450,1,1323
1061451,1,1323
1061452,1,1323
1061454,2,12663
1061455,1,1323
1061456,7,55114
1061457,1,1323
1061458,1,1323
1061459,1,1323
1061460,1,1323
1061462,1,8977
1061463,1,4725
1061464,1,1323
1061465,4,42448
1061468,8,105595
1061469,1,1323
1061470,1,1323
1061471,1,1323
1061472,1,1323
1061473,1,1323
1061475,1,1323
1061476,7,68254
1061478,1,1323
1061479,7,50764
1061480,2,14780
1061482,3,22977
1061483,1,1323
1061484,14,103541
1061485,1,1323
1061487,1,1323
1061488,2,10017
1061489,1,1323
1061491,1,1323
1061492,1,1323
1061493,1,1323
1061495,1,1323
1061496,1,3969
1061497,1,1323
1061498,1,8505
1061500,1,1323
1061501,1,1323
1061502,1,1323
1061503,1,1323
1061504,1,1323
1061505,1,1323
1061507,1,1323
1061508,1,1323
1061509,15,115346
1061510,5,57870
1061511,1,1323
1061515,12,161077
1061516,1,1323
1061518,1,1323
1061520,1,1323
1061522,7,76702
1061524,1,1323
1061525,1,1323
1061526,1,1323
1061527,4,47453
1061528,1,1323
1061529,1,1323
1061530,1,1323
1061531,1,11311
1061532,1,1323
1061533,1,1323
1061534,3,19316
1061535,1,1323
1061537,1,1323
1061539,1,1323
1061540,2,2646
1061542,1,1323
1061543,1,1323
1061544,1,1323
1061546,1,1323
1061547,1,4725
1061548,1,1323
1061550,1,1323
1061551,1,1323
1061553,1,1323
1061554,1,1323
1061556,8,69071
1061557,1,1323
1061558,1,4725
1061559,1,1323
1061560,1,1323
1061561,1,1323
1061562,19,234518
1061563,1,1323
1061565,1,1323
1061566,2,13635
1061567,1,1323
1061568,1,1323
1061569,1,1323
1061571,3,14024
1061572,1,4725
1061573,1,9261
1061574,1,1323
1061576,5,39659
1061577,1,1323
1061578,1,4725
1061579,1,1323
1061580,1,6615
1061581,1,11311
1061582,2,9261
1061583,5,33811
1061585,1,3402
1061586,1,1323
1061587,4,37352
1061591,1,10773
1061592,6,51862
1061593,1,7938
1061595,1,10055
1061596,5,32735
1061598,2,15876
1061599,1,6048
1061602,5,45661
1061603,8,82301
1061607,1,2646
1061608,1,2646
1061609,1,2646
1061610,1,2646
1061616,1,18061
1061617,6,77963
1061618,2,11378
1061619,3,22982
1061623,1,10055
1061626,1,11491
1061627,7,31223
1061629,4,33642
1061630,3,15876
1061631,3,18522
1061632,1,7938
1061634,2,15044
1061635,3,18749
1061640,1,2646
1061650,2,14958
1061652,4,22151
1061653,1,10055
1061654,1,10055
1061656,5,43295
1061657,1,2646
1061660,2,17539
1061661,25,265091
1061662,1,7938
1061663,3,9261
1061666,1,7938
1061670,2,17199
1061672,1,7938
1061673,2,19429
1061674,1,2646
1061679,1,7938
1061680,5,46550
1061682,3,29095
1061683,24,204282
1061693,3,19494
1061694,25,252198
1061696,1,11902
1061698,1,2646
1061705,15,137590
1061707,13,112554
1061708,2,19483
1061709,1,3402
1061711,1,7938
1061713,22,191083
1061714,1,2646
1061715,1,6264
1061720,1,7938
1061724,1,6048
1061727,1,2646
1061730,3,32170
1061731,14,149459
1061733,2,15446
1061735,2,17993
1061739,1,8694
1061740,2,27650
1061744,1,6264
1061750,1,6264
1061773,1,2646
1061779,1,2646
1061785,2,15601
1061787,1,3402
1061789,1,7938
1061794,15,147406
1061796,14,61214
1061797,3,23463
1061798,3,19845
1061799,1,2646
1061802,1,16929
1061804,1,8910
1061806,1,6264
1061811,1,2646
1061813,1,7938
1061814,1,7938
1061815,1,6264
1061818,1,10055
1061820,1,1890
1061821,1,2646
1061822,1,8910
1061823,1,8910
1061825,11,102663
1061828,1,6264
1061829,5,36882
1061831,1,11902
1061832,2,20506
1061833,2,17993
1061834,3,16499
1061835,1,10055
1061836,1,5292
1061837,1,2646
1061838,9,69098
1061839,3,27450
1061840,8,128056
1070002,2,17993
1070003,4,40615
1070004,7,37411
1070006,1,7938
1070007,1,6264
1070009,15,219155
1070010,1,2646
1070014,2,9828
1070015,1,11902
1070018,1,6264
1070019,1,9072
1070021,4,30571
1070022,1,8694
1070023,1,2646
1070024,3,17426
1070025,2,7938
1070028,14,145168
1070029,1,7938
1070030,1,6048
1070032,3,36986
1070033,1,7938
1070034,1,6048
1070035,11,112334
1070036,5,37573
1070037,1,10055
1070039,1,2646
1070040,1,8694
1070045,1,2646
1070046,1,2646
1070050,2,15082
1070051,1,7938
1070053,1,6048
1070054,25,315882
1070060,5,60988
1070061,1,2646
1070063,2,19570
1070064,1,3402
1070065,4,29767
1070066,1,1890
1070067,1,7938
1070068,1,8694
1070069,6,47608
1070070,1,7938
1070071,1,8694
1070072,7,63806
1070076,6,38329
1070077,1,4536
1070078,4,27589
1070082,1,10055
1070083,6,21168
1070084,2,10584
1070085,10,76001
1070086,23,192560
1070087,5,54977
1070088,1,1323
1070089,2,8154
1070090,6,27140
1070091,3,25963
1070092,1,2646
1070093,1,7938
1070094,1,1323
1070095,1,8694
1070096,2,8883
1070097,1,1323
1070099,3,21433
1070101,1,1323
1070103,5,29673
1070104,1,1323
1070106,1,1323
1070108,1,1323
1070109,11,207409
1070110,8,77168
1070111,7,72468
1070113,1,1323
1070114,1,9515
1070115,3,7749
1070118,1,8505
1070120,12,129577
1070121,1,1323
1070125,1,1323
1070126,1,1323
1070127,1,8977
1070128,5,37271
1070129,3,13495
1070130,1,1323
1070131,5,23814
1070132,4,14288
1070133,22,280913
1070134,1,7938
1070135,4,31808
1070136,3,23663
1070138,7,63504
1070139,1,8694
1070141,1,7938
1070143,1,2646
1070145,23,277195
1070146,15,150412
1070147,5,38858
1070149,2,11340
1070151,2,6048
1070154,1,10055
1070157,2,8694
1070159,7,64082
1070163,14,99090
1070164,1,2646
1070165,5,45850
1070167,2,11680
1070171,2,11340
1070172,1,2646
1070173,1,8977
1070176,3,32677
1070177,3,23814
1070178,1,6048
1070179,2,7938
1070180,1,2646
1070181,4,34312
1070183,1,2646
1070184,1,2646
1070185,1,2646
1070186,5,30429
1070187,1,10773
1070188,4,24494
1070189,3,11340
1070191,3,23571
1070192,2,15876
1070193,1,2646
1070194,1,2646
1070196,1,7938
1070198,1,7938
1070200,2,9790
1070202,8,63292
1070203,2,17633
1070204,1,2646
1070205,2,13230
1070206,1,10055
1070207,1,2646
1070210,1,6048
1070211,1,10055
1070212,1,10055
1070213,1,7938
1070214,2,15887
1070215,1,2646
1070216,3,27045
1070218,1,7182
1070222,1,2646
1070223,5,25704
1070224,1,6048
1070225,3,20488
1070226,2,11718
1070227,4,36893
1070228,1,2646
1070229,3,21357
1070230,1,2646
1070235,1,6048
1070237,1,10773
1070238,6,62699
1070240,1,7938
1070243,2,17973
1070244,1,25137
1070245,1,2646
1070246,4,35230
1070248,2,11936
1070249,1,7938
1070250,1,7938
1070252,5,33264
1070253,3,18522
1070254,2,11340
1070255,1,2646
1070256,1,7938
1070259,5,44228
1070261,1,2646
1070263,1,2646
