"user_id","count","total_price"
3084042,2,13495
3084043,1,2117
3084044,6,61947
3084045,1,14112
3084046,1,14112
3084047,1,6350
3084048,27,322994
3084049,1,9185
3084050,2,17842
3084051,1,4234
3084052,1,4952
3084053,1,6350
3084054,1,6350
3084062,2,11794
3084063,1,4234
3084064,1,2117
3084065,3,24878
3084066,1,4234
3084067,2,5897
3084068,1,6350
3084069,1,7069
3084070,1,4234
3084071,1,6350
3084072,1,5557
3084073,1,2835
3084074,3,14666
3084075,9,73188
3084076,1,2117
3084077,10,88618
3084078,1,4234
3084079,10,97996
3084080,1,6350
3084081,1,4234
3084082,2,12701
3084083,1,2117
3084084,1,6350
3084086,2,13495
3084087,1,2117
3084088,1,2117
3084090,3,21017
3084091,2,6350
3084092,1,6350
3084093,1,8770
3084094,1,15296
3084095,1,2117
3084096,16,156055
3084097,4,34549
3084099,1,2117
3084100,2,13910
3084101,11,92812
3084102,1,2117
3084103,2,5519
3084106,6,20828
3084107,1,4234
3084108,1,6350
3084109,1,7938
3084110,1,4234
3084113,1,2117
3084114,5,67811
3084115,2,11113
3084116,1,5897
3084117,1,6350
3084118,10,61888
3084119,7,103345
3084120,1,2117
3084121,23,300782
3084122,7,26120
3084123,2,2117
3084125,1,4234
3084126,20,217667
3084127,7,55912
3084128,2,9526
3084129,2,8996
3084130,3,67473
3084131,3,13759
3084132,1,6350
3084133,1,2117
3084134,1,6350
3084135,1,2117
3084136,3,14175
3084137,1,6350
3084138,4,30220
3084139,1,2117
3084140,1,6350
3084141,1,2117
3084142,3,28098
3084143,1,2117
3084144,1,6350
3084145,9,61042
3084147,5,22313
3084148,1,2117
3084149,1,2117
3084150,2,12965
3084151,1,5141
3084152,1,11023
3084153,3,28827
3084154,5,49358
3084155,1,14112
3084156,10,65759
3084157,1,7069
3084158,3,33790
3084159,1,11311
3084160,1,6350
3084161,1,2117
3084162,1,2117
3084163,3,18371
3084164,4,40486
3084165,1,6350
3084166,3,18522
3084167,1,19319
3084168,2,8014
3084169,2,8014
3084170,1,2117
3084171,1,4234
3084172,2,12701
3084174,1,6350
3084175,2,5746
3084176,1,7938
3084177,3,23890
3084178,1,2835
3084179,1,2117
3084180,1,6350
3084181,1,9185
3084182,6,49140
3084183,6,55984
3084184,3,20299
3084185,1,4234
3084186,1,6350
3084187,1,2117
3084188,2,25065
3084189,6,44959
3084190,5,39425
3084191,1,4234
3084192,1,6350
3084193,12,129569
3084194,2,8996
3084195,1,6350
3084196,1,4234
3084197,4,30694
3084198,12,101012
3084199,2,2117
3084200,1,4234
3084201,6,43709
3084202,1,9407
3084203,1,6350
3084204,1,6350
3084205,1,4234
3084206,1,5670
3084207,2,19136
3084208,1,10485
3084209,1,22084
3084210,1,6350
3084211,1,2117
3084212,1,4952
3084213,1,2117
3084214,1,2117
3084215,1,6350
3084216,2,11567
3084217,10,98987
3084218,7,55498
3084220,4,20374
3084221,2,6350
3084222,5,53714
3084223,23,202684
3084224,1,4234
3084225,1,10593
3084226,3,20261
3084227,16,206651
3084228,1,6350
3084229,1,2117
3084230,4,18295
3084231,2,8014
3084232,2,15865
3084233,2,30326
3084234,6,57105
3084235,1,7069
3084236,1,5897
3084237,1,6350
3084238,1,4234
3084239,11,114224
3084240,1,6350
3084241,2,10319
3084242,1,9185
3084243,7,35721
3084244,1,6350
3084245,1,6350
3084246,32,271427
3084247,7,52202
3084248,1,2117
3084249,1,2117
3084250,1,2117
3084251,1,6350
3084252,3,30551
3084253,1,6350
3084255,1,2117
3084256,3,29450
3084257,17,54515
3084258,1,2117
3084259,2,14818
3084260,1,4952
3084261,2,8014
3084262,3,23852
3084263,1,6350
3084264,7,47279
3084265,1,6350
3084266,3,33800
3084269,5,42935
3084270,2,11165
3084271,3,18673
3084272,2,4385
3084273,1,4234
3084274,2,14818
3084275,18,187513
3084276,2,29907
3084277,1,6350
3084278,1,4234
3084279,4,24419
3084280,3,10660
3084281,2,15536
3084282,1,2117
3084283,2,7938
3084284,1,4234
3084285,1,9301
3084286,34,398693
3084287,1,2117
3084288,1,19031
3084289,1,6350
3084290,1,4234
3084291,1,4234
3084293,3,20270
3084294,1,12998
3084295,12,158553
3084296,1,5897
3084297,4,15233
3084298,6,52216
3084299,1,7938
3084300,26,239409
3084301,3,25454
3084302,3,48722
3084303,1,4234
3084304,1,2117
3084305,1,6350
3084306,2,13495
3084307,1,6350
3084308,1,2117
3084309,1,2117
3084310,1,6350
3084311,1,7938
3084312,1,4234
3084313,1,2117
3084314,4,36261
3084317,2,12710
3084318,11,97335
3084319,8,70051
3084320,1,2117
3084321,1,6350
3084322,1,2117
3084323,1,4234
3084324,3,14742
3084325,2,16763
3084326,2,5897
3084327,6,52141
3084328,1,4234
3084329,3,19777
3084330,1,6350
3084331,4,97924
3084334,2,16405
3084335,9,69448
3084336,1,4234
3084337,1,9407
3084338,2,8014
3084339,1,2117
3084340,2,15399
3084341,2,10130
3084342,10,74833
3084344,1,6350
3084345,4,14969
3084346,2,7862
3084347,2,13910
3084348,3,19505
3084349,2,13910
3084350,1,4234
3084351,2,5179
3084352,2,15422
3084353,1,4234
3084354,1,2117
3084355,1,6350
3084356,1,4234
3084357,1,4234
3084358,1,2117
3084359,1,6350
3084360,1,6350
3084361,4,22468
3084362,1,2117
3084363,1,6350
3084364,3,23171
3084365,3,13457
3084366,2,8014
3084367,2,22381
3084368,4,33311
3084369,1,2117
3084370,2,10130
3084371,1,4952
3084372,1,5897
3084373,37,539273
3084374,8,71102
3084375,3,18673
3084376,9,96739
3084377,1,2117
3084378,1,4234
3084379,1,4234
3084380,7,62131
3084381,10,103381
3084382,2,13090
3084383,1,2117
3084384,1,4234
3084385,1,2117
3084386,3,25250
3084387,1,2117
3084388,1,4234
3084390,2,8014
3084391,3,12712
3084392,1,6350
3084393,1,6350
3084394,1,4234
3084395,1,6350
3084396,1,6350
3084397,8,78124
3084398,1,7787
3084399,8,48719
3084400,3,16708
3084401,4,39850
3084402,1,9623
3084403,2,17653
3084404,4,31018
3084405,1,4234
3084406,1,22084
3084407,1,6350
3084408,1,20074
3084409,1,6350
3084410,4,19958
3084411,1,6350
3084412,2,9072
3084413,1,6350
3084414,25,218245
3084416,1,6350
3084417,2,10130
3084418,1,4838
3084419,1,4838
3084420,1,5557
3084421,1,6350
3084422,1,8240
3084423,1,2117
3084424,1,2117
3084425,1,4234
3084427,1,4234
3084428,1,4234
3084429,18,139808
3084430,1,2117
3084431,1,2117
3084432,1,11023
3084434,1,2117
3084435,1,4952
3084436,13,124249
3084437,3,23625
3084438,4,83405
3084439,3,28003
3084440,1,4234
3084441,2,20504
3084442,1,2117
3084443,3,17906
3084444,1,4234
3084445,1,6350
3084446,1,6350
3084447,1,2117
3084448,27,332350
3084449,4,37204
3084450,1,6350
3084451,1,4234
3084452,1,4234
3084453,1,9337
3084454,1,2117
3084455,2,5897
3084456,1,13214
3084457,2,10433
3084458,1,4234
3084459,2,12398
3084460,1,6350
3084461,1,7069
3084462,6,48458
3084463,9,76437
3084464,1,6350
3084465,2,10130
3084466,2,7787
3084467,1,4234
3084468,2,5897
3084469,1,6350
3084470,1,14004
3084471,1,7938
3084472,1,2117
3084473,7,59882
3084474,1,14614
3084475,1,2117
3084476,1,4952
3084477,2,10130
3084478,2,7636
3084480,1,4234
3084481,6,42845
3084482,8,76545
3084483,1,4007
3084484,1,2117
3084485,1,2117
3084486,2,14137
3084487,1,6350
3084488,1,4234
3084489,1,4234
3084490,1,4234
3084491,2,10130
3084492,1,4952
3084493,2,5897
3084494,34,300150
3084495,2,10130
3084496,1,4234
3084497,2,11794
3084498,1,4234
3084499,1,6350
3084500,1,2835
3084501,1,2117
3084502,2,8014
3084503,1,2117
3084504,1,6350
3084505,1,6350
3084506,17,143269
3084507,2,14175
3084508,2,8732
3084509,1,2117
3084510,10,73244
3084512,1,6350
3084514,2,8014
3084515,1,7069
3084516,32,380421
3084517,1,6350
3084518,1,2117
3084519,1,6350
3084520,1,2117
3084521,1,2117
3084522,1,6350
3084523,1,4234
3084524,1,6350
3084525,4,30920
3084526,1,6350
3084527,1,6350
3084528,2,10130
3084529,1,2117
3084530,1,2117
3084531,1,6350
3084532,1,4234
3084533,2,10130
3084534,1,2117
3084536,1,6350
3084537,6,69539
3084538,1,6350
3084539,1,2117
3084540,4,33340
3084541,7,34209
3084542,2,19924
3084543,1,6350
3084544,1,8618
3084545,1,6350
3084546,1,6350
3084548,1,2117
3084549,2,10886
3084551,1,2117
3084552,2,16045
3084553,1,4234
3084554,1,4952
3084555,4,32810
3084556,1,2117
3084557,1,6350
3084558,1,6350
3084559,1,4234
3084561,1,6350
3084562,1,6350
3084563,1,2117
3084564,3,9785
3084565,1,9374
3084567,3,16254
3084568,1,2117
3084569,8,107629
3084570,1,6350
3084571,1,6350
3084572,1,2117
3084573,2,17662
3084574,1,4234
3084575,2,4234
3084576,1,4952
3084577,1,4234
3084578,1,2117
3084579,1,6350
3084580,2,7409
3084581,1,6350
3084582,2,11794
3084583,2,37595
3084584,1,7069
3084585,2,6842
3084586,1,6350
3084587,3,14780
3084588,1,2117
3084589,17,145319
3084590,3,9374
3084591,4,18182
3084592,1,4234
3084593,1,4234
3084594,2,8467
3084597,6,48308
3084598,4,34963
3084599,2,10584
3084600,1,6350
3084601,5,20086
3084602,1,2117
3084603,1,18025
3084604,5,59708
3084605,1,4234
3084606,5,37625
3084607,1,6350
3084608,1,4234
3084609,1,2117
3084610,2,11642
3084611,1,6350
3084612,1,8392
3084613,1,6350
3084614,13,122276
3084615,3,22226
3084616,1,2117
3084617,1,2117
3084618,1,6350
3084619,8,53237
3084620,1,6350
3084621,1,4234
3084622,1,2117
3084623,5,37008
3084624,3,26527
3084625,1,6350
3084626,3,10319
3084627,4,33008
3084628,1,6350
3084629,1,10341
3084630,4,34513
3084631,1,6350
3084632,1,4234
3084633,1,6350
3084634,1,2117
3084635,1,6350
3084637,3,14364
3084638,1,6350
3084639,1,6350
3084640,1,6350
3084641,3,22113
3084642,3,21488
3084643,1,4952
3084644,1,6350
3084645,1,2117
3084646,16,155137
3084647,1,6350
3084648,2,14288
3084649,1,4234
3084650,2,34938
3084651,1,4234
3084652,4,31954
3084653,3,15574
3084654,3,22075
3084655,1,4234
3084657,5,38698
3084658,5,30694
3084659,1,6350
3084660,1,4234
3084661,1,4234
3084662,1,2117
3084663,1,2117
3084664,15,124681
3084665,1,6350
3084666,1,6350
3084668,1,4234
3084670,2,8996
3084671,2,7862
3084672,1,4234
3084673,1,6350
3084674,1,2117
3084675,1,6350
3084676,10,101153
3084677,1,6350
3084678,43,536717
3084679,2,11794
3084680,5,24791
3084682,1,4234
3084683,1,2117
3084684,1,6350
3084685,1,6350
3084686,1,4234
3084687,4,47039
3084688,3,28901
3084689,2,11869
3084690,1,11419
3084691,1,6350
3084692,1,6350
3084693,1,2835
3084694,1,2117
3084695,2,8467
3084696,1,7069
3084698,6,33944
3084699,3,10584
3084700,21,133265
3084701,3,16670
3084702,2,13532
3084703,1,2117
3084704,1,9185
3084705,1,4234
3084706,2,16367
3084707,1,4234
3084708,1,6350
3084709,3,19051
3084710,2,6005
3084711,1,9374
3084712,1,4234
3084713,1,4234
3084714,2,11794
3084716,6,30310
3084717,1,10305
3084718,1,6350
3084719,1,2117
3084720,1,6350
3084721,3,44021
3084722,6,47603
3084723,1,2117
3084724,1,6350
3084725,1,4234
3084726,1,6350
3084727,1,2117
3084728,3,23353
3084729,1,2117
3084730,1,7976
3084731,1,6955
3084732,3,17690
3084733,2,13910
3084734,1,4234
3084735,1,16625
3084736,15,138348
3084737,1,6350
3084738,20,263651
3084739,1,4952
3084740,2,6880
3084741,7,54079
3084742,1,4234
3084743,1,4952
3084744,1,6350
3084745,1,4234
3084746,1,7069
3084747,1,11023
3084748,1,4234
3084749,1,2117
3084750,1,2117
3084751,4,28841
3084752,1,4234
3084753,6,60611
3084754,1,2117
3084755,1,4234
3084756,1,2117
3084757,2,10130
3084758,15,128905
3084759,1,6653
3084760,1,4234
3084761,1,4234
3084762,1,6350
3084763,3,21164
3084764,1,5897
3084765,2,5897
3084766,1,4234
3084767,2,21926
3084768,1,7787
3084769,2,14364
3084770,21,192845
3084771,6,39992
3084772,1,6350
3084773,1,2117
3084774,2,19283
3084775,1,6350
3084776,1,4234
3084777,1,2117
3084778,1,4234
3084779,6,45776
3084780,2,9526
3084781,1,6350
3084782,5,56862
3084785,2,3704
3084786,3,36023
3084787,1,4234
3084788,1,6350
3084789,14,132217
3084790,13,149657
3084791,1,6350
3084792,1,2117
3084793,8,75253
3084794,7,74124
3084795,1,2117
3084796,1,2117
3084797,2,14108
3084798,1,8581
3084799,1,6350
3084800,1,2117
3084801,15,170644
3084802,1,4234
3084803,5,27632
3084804,1,6350
3084805,1,6350
3084806,1,2117
3084807,2,7484
3084808,1,2117
3084809,1,6350
3084810,3,18869
3084811,1,6350
3084812,1,4234
3084813,3,54394
3084814,8,78187
3084815,1,2117
3084816,4,8996
3084817,1,8014
3084818,1,6350
3084819,1,6350
3084820,1,2117
3084821,3,18673
3084823,1,6350
3084824,1,6350
3084825,1,2117
3084826,1,6350
3084827,1,6350
3084828,1,4234
3084829,7,48058
3084830,7,78192
3084831,2,4763
3084832,1,6350
3084833,2,13495
3084834,1,4234
3084835,1,11419
3084836,3,8467
3084837,2,23306
3084838,1,6350
3084839,1,6350
3084840,5,53836
3084841,4,31417
3084842,1,2117
3084843,1,7258
3084844,2,19611
3084846,1,7673
3084847,4,30065
3084848,1,6350
3084849,3,18313
3084850,3,14364
3084851,1,7069
3084852,1,2117
3084853,1,20110
3084854,1,6350
3084855,1,6350
3084856,1,6350
3084857,20,255359
3084858,2,9752
3084859,2,14818
3084860,4,42694
3084861,1,6350
3084862,1,6350
3084863,7,51039
3084864,1,2117
3084865,2,5897
3084866,4,15007
3084867,1,6350
3084868,2,11093
3084869,1,2117
3084870,3,14099
3084871,1,4234
3084872,1,4234
3084873,2,8014
3084874,2,15399
3084875,1,6350
3084876,9,166315
3084877,1,2117
3084878,1,8845
3084882,1,9479
3084883,18,160641
3084884,6,21038
3084885,1,4952
3084886,11,98302
3084887,1,6350
3084888,1,2117
3084890,36,367186
3084891,1,4234
3084892,2,11869
3084893,3,17161
3084894,1,6350
3084895,11,82618
3084896,1,12604
3084898,5,54007
3084899,1,4234
3084901,1,2117
3084902,4,24106
3084903,1,4234
3084904,1,2117
3084905,1,6350
3084906,1,4234
3084907,1,14112
3084908,2,36515
3084909,1,6350
3084910,1,7258
3084911,7,115837
3084912,3,32213
3084913,11,139552
3084914,1,2117
3084915,2,5897
3084916,9,83783
3084917,1,6350
3084918,2,10130
3084919,4,18275
3084920,1,7258
3084921,2,12928
3084922,1,4234
3084923,1,6653
3084924,1,4234
3084925,5,37393
3084926,8,72961
3084927,1,4234
3084928,1,7069
3084929,1,6350
3084930,2,10584
3084931,1,2117
3084932,1,8732
3084933,4,17719
3084934,2,17892
3084935,3,14175
3084936,8,56057
3084937,1,4234
3084938,2,7598
3084939,2,8581
3084940,1,6653
3084941,1,2117
3084942,1,2117
3084943,2,21281
3084944,12,98368
3084945,22,232780
3084946,2,15574
3084947,9,55710
3084948,1,4952
3084949,4,44411
3084950,7,62617
3084951,2,12265
3084952,4,34927
3084953,1,4234
3084954,2,17725
3084955,1,2117
3084956,1,2117
3084957,6,23944
3084958,23,202617
3084959,1,2117
3084960,1,6350
3084961,3,23612
3084962,1,9072
3084963,1,8977
3084964,1,4234
3084965,1,6350
3084966,5,31072
3084967,1,7862
3084968,1,9407
3084969,1,2117
3084970,5,54446
3084971,1,2117
3084972,3,28325
3084973,3,35046
3084974,15,162794
3084975,2,16060
3084976,1,4952
3084977,9,59081
3084978,2,9677
3084979,1,6350
3084980,2,25864
3084981,3,35260
3084982,3,14137
3084983,1,2117
3084984,3,32821
3084985,3,29138
3084986,1,2117
3084987,1,5670
3084988,1,2835
3084989,1,6350
3084990,3,22756
3084991,1,6350
3084992,1,6350
3084993,1,6350
3084994,1,8732
3084995,1,11419
3084996,1,4234
3084997,6,32243
3084998,1,6350
3084999,2,13910
3085000,1,6350
3085001,1,4234
3085002,1,2117
3085003,2,40181
3085004,6,44150
3085006,1,6350
3085007,1,5292
3085008,1,6350
3085009,3,25634
3085010,4,23000
3085011,3,25666
3085012,7,36137
3085013,3,21470
3085014,1,6350
3085015,1,9157
3085016,1,5897
3085017,1,2117
3085018,1,4234
3085019,2,10433
3085020,2,12247
3085021,3,13910
3085022,1,6350
3085023,1,2117
3085024,2,16178
3085025,1,2117
3085026,3,17798
3085027,1,7069
3085028,5,36038
3085029,3,24494
3085031,6,36391
3085032,5,17464
3085033,4,33874
3085034,2,32677
3085035,3,47574
3085036,1,2646
3085037,12,123311
3085038,1,4234
3085039,2,5897
3085040,1,4234
3085041,1,4952
3085042,1,4234
3085043,1,5141
3085044,2,13759
3085045,1,3024
3085046,1,9407
3085047,1,2117
3085048,6,68337
3085049,2,6880
3085050,2,9261
3085051,4,33052
3085052,10,118854
3085053,2,7447
3085054,6,65354
3085055,1,4234
3085056,1,9407
3085057,1,2117
3085058,2,9337
3085059,1,4536
3085060,1,4234
3085061,1,37813
3085062,1,6350
3085063,3,18085
3085064,6,30164
3085065,1,6350
3085066,37,416434
3085067,2,5897
3085068,1,2117
3085069,1,4234
3085070,1,11023
3085071,1,2117
3085072,1,4952
3085073,1,4952
3085074,5,38383
3085075,2,10395
3085077,3,12701
3085078,1,2117
3085079,1,4952
3085080,2,28116
3085081,2,3478
3085082,4,19386
3085083,1,2835
3085084,3,26309
3085085,1,6350
3085086,2,12928
3085087,1,2117
3085088,1,4234
3085089,1,2835
3085090,1,2835
3085091,1,2117
3085093,1,2117
3085094,4,28116
3085095,1,9013
3085096,2,16099
3085097,9,109566
3085098,1,4234
3085099,1,4234
3085100,2,23197
3085101,1,7976
3085102,1,4234
3085103,1,5670
3085104,1,6350
3085105,1,6350
3085106,1,11419
3085107,1,2835
3085108,1,6350
3085110,5,37654
3085111,1,18421
3085112,2,40325
3085114,1,4952
3085115,1,7976
3085117,2,13646
3085118,5,39199
3085119,1,4952
3085120,1,7787
3085121,2,10584
3085123,6,44188
3085125,1,4234
3085126,18,192485
3085128,1,6350
3085129,1,4952
3085130,3,18657
3085131,1,11419
3085132,6,51435
3085133,1,4952
3085134,1,4234
3085135,14,192164
3085136,1,6350
3085137,1,4952
3085138,3,26167
3085139,1,9013
3085140,1,5670
3085141,1,2117
3085142,3,19588
3085143,1,2835
3085144,1,2117
3085145,9,106297
3085146,1,2117
3085147,1,4234
3085148,4,69143
3085149,1,10341
3085150,1,8770
3085151,1,4952
3085152,1,4234
3085153,1,7069
3085154,18,176080
3085155,1,16051
3085156,1,7787
3085157,1,13178
3085158,1,10593
3085159,8,71248
3085161,3,19825
3085162,1,2117
3085163,2,5897
3085164,3,29833
3085165,22,219874
3085166,2,6955
3085167,1,4234
3085168,3,26478
3085170,4,16632
3085171,5,38525
3085172,1,4234
3085173,15,114662
3085174,1,5897
3085175,4,48398
3085176,10,75656
3085177,1,6350
3085178,1,11419
3085179,1,2835
3085180,3,21924
3085181,1,5897
3085182,1,5141
3085183,1,6350
3085184,1,6350
3085185,1,4952
3085186,20,124655
3085187,2,11567
3085188,1,8316
3085189,39,373977
3085190,1,9407
3085191,1,4952
3085193,1,2117
3085194,2,9185
3085195,1,2117
3085197,4,30391
3085199,1,2117
3085200,1,6350
3085202,9,63542
3085203,1,2835
3085204,7,56302
3085205,1,2117
3085206,1,2835
3085207,1,6350
3085208,1,9013
3085209,4,30670
3085210,11,93402
3085211,2,17987
3085213,1,6350
3085214,1,2117
3085215,1,6350
3085216,1,2117
3085217,7,38650
3085218,1,2117
3085219,1,6350
3085220,1,6350
3085221,1,9185
3085222,1,6350
3085223,1,4838
3085224,1,2117
3085225,1,4234
3085226,1,2835
3085227,1,2117
3085228,4,33206
3085229,1,33503
3085230,1,6653
3085231,1,13466
3085233,1,9185
3085234,1,4952
3085235,1,4952
3085236,1,5897
3085237,2,16261
3085238,1,8505
3085239,1,10089
3085240,1,8581
3085241,1,5670
3085242,2,5519
3085243,5,60037
3085244,2,17140
3085245,2,13941
3085246,1,2835
3085247,1,2117
3085248,4,18841
3085249,1,2117
3085251,5,46021
3085252,1,2117
3085253,1,7069
3085254,5,43160
3085255,1,10161
3085256,1,4234
3085257,1,2835
3085258,1,6350
3085259,5,38669
3085260,3,20426
3085261,2,13428
3085262,7,70330
3085263,6,85534
3085264,1,4952
3085265,1,6615
3085266,20,198162
3085267,14,230992
3085268,8,63266
3085269,2,11585
3085270,1,2117
3085271,13,49027
3085272,1,8732
3085273,2,12512
3085274,2,43774
3085275,2,9677
3085276,3,27452
3085277,1,2835
3085278,9,93794
3085279,3,37775
3085280,1,4234
3085281,3,15498
3085282,1,14614
3085283,1,14794
3085284,3,25330
3085285,1,9072
3085287,2,5481
3085288,1,7371
3085289,5,43666
3085291,3,15120
3085293,15,112093
3085294,1,6615
3085295,4,18900
3085296,1,5670
3085297,1,8505
3085298,1,2117
3085299,1,12496
3085300,1,2835
3085301,2,8051
3085302,1,19283
3085303,1,10593
3085304,18,292711
3085305,1,2835
3085306,1,2117
3085307,1,5670
3085309,1,2117
3085310,1,2117
3085311,6,48663
3085312,5,27443
3085313,1,5897
3085314,1,5746
3085315,1,2835
3085316,1,5897
3085318,1,4952
3085319,1,9013
3085320,2,18333
3085321,1,18061
3085322,3,45850
3085323,7,55107
3085324,2,13230
3085325,2,17147
3085326,1,6350
3085327,2,19786
3085328,1,11023
3085329,1,11597
3085330,15,92902
3085331,4,47954
3085332,1,4234
3085333,11,49412
3085334,4,48148
3085335,3,31849
3085337,2,19481
3085338,1,2117
3085339,3,21220
3085341,1,2117
3085342,3,18909
3085343,2,10849
3085344,1,4952
3085345,1,2117
3085346,1,6350
3085347,1,8505
3085349,1,2117
3085350,1,2835
3085351,1,9407
3085352,1,5670
3085353,1,12604
3085354,1,2835
3085355,2,10395
3085356,27,404199
3085358,1,9013
3085359,1,2117
3085360,2,4952
3085361,1,4007
3085362,19,234191
3085363,1,6350
3085364,2,13041
3085365,1,12604
3085366,6,64075
3085368,1,10305
3085369,1,4952
3085370,4,20828
3085371,2,8732
3085372,14,153263
3085373,1,6350
3085374,3,28645
3085375,2,13187
3085376,2,9450
3085377,1,2117
3085378,1,8770
3085379,7,32697
3085380,1,4952
3085381,51,457454
3085382,3,22379
3085383,4,34020
3085384,1,6350
3085385,3,34646
3085386,14,184856
3085387,1,10593
3085388,2,16330
3085389,1,2117
3085390,2,9904
3085391,1,4952
3085392,1,2117
3085393,1,2117
3085395,4,25189
3085396,2,13230
3085397,1,9185
3085398,1,8732
3085399,1,7069
3085400,1,6350
3085401,2,5368
3085403,1,2117
3085405,4,33818
3085406,1,6615
3085407,1,6350
3085408,3,38129
3085410,1,6615
3085411,1,2117
3085412,1,4007
3085413,1,5859
3085414,1,8977
3085415,4,26185
3085416,1,10341
3085417,1,2835
3085418,1,2117
3085419,3,31450
3085420,1,6350
3085421,14,152849
3085422,1,7938
3085423,3,19354
3085424,1,6350
3085425,5,40999
3085427,1,4952
3085429,2,6615
3085430,3,50157
3085431,1,5292
3085432,1,2835
3085433,5,48604
3085434,1,5557
3085435,2,10584
3085436,2,14213
3085437,2,10811
3085438,6,36412
3085439,4,32413
3085440,2,19282
3085441,1,9911
3085442,1,6350
3085443,1,2117
3085445,3,22982
3085446,1,9374
3085447,1,10341
3085448,3,13608
3085449,1,4952
3085450,2,15347
3085451,1,2117
3085452,1,2117
3085453,9,81061
3085454,1,9407
3085455,2,17804
3085456,3,42444
3085457,1,6350
3085458,5,100382
3085459,4,20714
3085460,1,2117
3085461,1,10879
3085462,2,9904
3085463,3,25227
3085464,3,24091
3085465,2,18247
3085466,1,9407
3085467,1,6350
3085468,1,4234
3085469,1,6615
3085470,1,2117
3085471,1,6350
3085472,6,42397
3085473,4,26525
3085474,1,2117
3085475,2,8732
3085476,2,28258
3085478,2,17492
3085479,3,28028
3085480,1,2117
3085481,1,9407
3085482,15,127629
3085483,1,2117
3085484,1,2117
3085485,2,16405
3085486,4,27221
3085487,1,18061
3085488,8,63713
3085489,1,11419
3085490,1,9185
3085491,1,6350
3085492,2,16938
3085493,1,2835
3085494,15,168408
3085495,22,218056
3085496,4,39895
3085498,1,18061
3085499,12,133695
3085500,5,46679
3085501,3,11585
3085502,4,33635
3085503,4,8996
3085504,1,22084
3085507,1,7371
3085508,1,7787
3085509,3,37939
3085510,2,18934
3085511,1,9695
3085512,1,2117
3085514,17,174132
3085515,1,4952
3085516,2,13419
3085517,1,4234
3085519,1,4838
3085520,1,2117
3085521,27,230652
3085522,1,2117
3085523,1,6653
3085524,2,9639
3085525,2,4763
3085526,3,19084
3085527,1,11419
3085528,1,11419
3085529,6,55996
3085530,1,2117
3085531,1,2117
3085532,2,13268
3085533,2,40003
3085534,5,32751
3085535,1,4234
3085536,7,71395
3085537,1,2117
3085538,9,56227
3085539,1,2835
3085540,2,17298
3085541,1,9695
3085542,3,25499
3085543,1,9587
3085544,16,147404
3085545,46,529996
3085546,8,57398
3085547,3,17653
3085548,3,17086
3085550,1,2117
3085551,1,4234
3085552,1,4234
3085553,2,14818
3085554,1,10593
3085555,1,4952
3085556,1,9695
3085557,1,2117
3085558,1,9193
3085559,4,30694
3085560,1,2117
3085561,3,14306
3085562,1,14184
3085563,1,5141
3085564,1,4234
3085565,3,26586
3085566,1,18061
3085567,2,34544
3085568,1,10593
3085569,1,22084
3085570,3,27670
3085572,3,15574
3085573,2,5141
3085574,1,8770
3085575,1,25423
3085577,1,2117
3085578,1,9407
3085579,25,309829
3085580,1,2117
3085581,2,14288
3085582,5,22226
3085583,3,21560
3085584,2,13419
3085585,1,6350
3085587,2,33642
3085588,4,17896
3085589,2,29911
3085590,2,29401
3085591,2,13079
3085592,1,7787
3085593,11,97353
3085594,4,43812
3085595,12,105511
3085596,25,543217
3085598,2,17087
3085600,3,12096
3085601,1,6350
3085604,1,2117
3085605,2,14175
3085608,1,6350
3085609,1,6350
3085610,3,10622
3085611,3,27423
3085612,3,16670
3085613,1,6615
3085614,30,333270
3085615,1,12604
3085616,1,18061
3085617,1,4234
3085618,2,11189
3085619,3,14440
3085620,2,8014
3085621,3,26507
3085622,6,36401
3085623,1,7938
3085626,2,29300
3085627,1,4952
3085628,5,56099
3085629,1,2835
3085630,1,16805
3085631,13,90499
3085632,1,4952
3085633,2,8014
3085634,1,4234
3085635,1,6350
3085636,14,111726
3085639,5,21773
3085640,1,4952
3085641,10,55013
3085642,1,4234
3085643,1,7069
3085644,1,2117
3085645,1,2117
3085646,19,219092
3085647,3,23436
3085648,21,209360
3085649,1,2835
3085650,1,6350
3085651,2,10395
3085652,1,9013
3085653,12,145987
3085654,4,33181
3085655,6,81542
3085656,6,32319
3085657,2,8996
3085658,1,2117
3085659,3,29671
3085661,1,4234
3085663,3,24406
3085664,10,292993
3085668,2,17708
3085669,1,6615
3085670,2,21616
3085671,24,212423
3085673,1,4234
3085675,1,6350
3085676,3,41328
3085677,3,26941
3085679,2,26604
3085682,1,4423
3085683,1,4423
3085684,1,4423
3085685,2,15763
3085686,3,19069
3085689,2,29300
3085690,1,7447
3085691,1,8845
3085692,1,4423
3085693,1,4423
3085694,2,8203
3085696,2,10282
3085697,2,11983
3085698,1,4423
3085699,2,12625
3085700,1,4423
3085701,2,9148
3085702,1,4423
3085703,2,10773
3085704,1,4423
3085705,1,4423
3085706,1,6539
3085707,1,8316
3085708,1,9659
3085709,9,70247
3085710,2,6804
3085711,3,22680
3085712,4,33302
3085713,7,74144
3085714,1,4423
3085715,1,2117
3085716,4,31874
3085717,3,23632
3085718,2,11983
3085719,10,109039
3085720,1,8845
3085721,1,4423
3085722,1,6350
